Date,Close,Volume,Open,High,Low
2011-10-20 15:55:00,1210.1000000000001,791122,1210.1000000000001,1210.1000000000001,1210.1000000000001
2011-10-20 15:56:00,1209.6,445647,1209.6,1209.6,1209.6
2011-10-20 15:57:00,1210.1000000000001,818839,1210.1000000000001,1210.1000000000001,1210.1000000000001
2011-10-20 15:58:00,1211.1,543051,1211.1,1211.1,1211.1
2011-10-20 15:59:00,1214.0,866584,1214.0,1214.0,1214.0
2011-10-20 16:00:00,1217.2,2890745,1217.2,1217.2,1217.2
2011-10-21 15:30:00,1229.8999999999999,2125993,1229.8999999999999,1229.8999999999999,1229.8999999999999
2011-10-21 15:31:00,1231.0,1113602,1231.0,1231.0,1231.0
2011-10-21 15:32:00,1230.6999999999998,990291,1230.6999999999998,1230.6999999999998,1230.6999999999998
2011-10-21 15:33:00,1230.5,759594,1230.5,1230.5,1230.5
2011-10-21 15:34:00,1229.8999999999999,653577,1229.8999999999999,1229.8999999999999,1229.8999999999999
2011-10-21 15:35:00,1230.0,766859,1230.0,1230.0,1230.0
2011-10-21 15:36:00,1229.8999999999999,602996,1229.8999999999999,1229.8999999999999,1229.8999999999999
2011-10-21 15:37:00,1230.5,465967,1230.5,1230.5,1230.5
2011-10-21 15:38:00,1230.1000000000001,386263,1230.1000000000001,1230.1000000000001,1230.1000000000001
2011-10-21 15:39:00,1230.599,465101,1230.599,1230.599,1230.599
2011-10-21 15:40:00,1231.2,894061,1231.2,1231.2,1231.2
2011-10-21 15:41:00,1231.0,704542,1231.0,1231.0,1231.0
2011-10-21 15:42:00,1231.1,471455,1231.1,1231.1,1231.1
2011-10-21 15:43:00,1230.899,631811,1230.899,1230.899,1230.899
2011-10-21 15:44:00,1231.1,573115,1231.1,1231.1,1231.1
2011-10-21 15:45:00,1230.4,663445,1230.4,1230.4,1230.4
2011-10-21 15:46:00,1231.4,494980,1231.4,1231.4,1231.4
2011-10-21 15:47:00,1233.3,1301840,1233.3,1233.3,1233.3
2011-10-21 15:48:00,1233.1,747864,1233.1,1233.1,1233.1
2011-10-21 15:49:00,1233.6,657170,1233.6,1233.6,1233.6
2011-10-21 15:50:00,1233.4,482601,1233.4,1233.4,1233.4
2011-10-21 15:51:00,1232.9,754642,1232.9,1232.9,1232.9
2011-10-21 15:52:00,1233.9,553005,1233.9,1233.9,1233.9
2011-10-21 15:53:00,1233.7,1019896,1233.7,1233.7,1233.7
2011-10-21 15:54:00,1233.5,467814,1233.5,1233.5,1233.5
2011-10-21 15:55:00,1234.1,736133,1234.1,1234.1,1234.1
2011-10-21 15:56:00,1234.8999999999999,1446411,1234.8999999999999,1234.8999999999999,1234.8999999999999
2011-10-21 15:57:00,1234.6,608426,1234.6,1234.6,1234.6
2011-10-21 15:58:00,1234.0,446939,1234.0,1234.0,1234.0
2011-10-21 15:59:00,1233.7,727015,1233.7,1233.7,1233.7
2011-10-21 16:00:00,1233.6499999999999,381055,1233.6499999999999,1233.6499999999999,1233.6499999999999
2011-10-24 15:30:00,1241.0,1501231,1241.0,1241.0,1241.0
2011-10-24 15:31:00,1240.9850000000001,476651,1240.9850000000001,1240.9850000000001,1240.9850000000001
2011-10-24 15:32:00,1243.8500000000001,1054029,1243.8500000000001,1243.8500000000001,1243.8500000000001
2011-10-24 15:33:00,1244.1,774169,1244.1,1244.1,1244.1
2011-10-24 15:34:00,1243.6,798968,1243.6,1243.6,1243.6
2011-10-24 15:35:00,1243.3,739539,1243.3,1243.3,1243.3
2011-10-24 15:36:00,1244.4,735855,1244.4,1244.4,1244.4
2011-10-24 15:37:00,1244.5,858806,1244.5,1244.5,1244.5
2011-10-24 15:38:00,1245.201,1015018,1245.201,1245.201,1245.201
2011-10-24 15:39:00,1245.5,878686,1245.5,1245.5,1245.5
2011-10-24 15:40:00,1245.95,683112,1245.95,1245.95,1245.95
2011-10-24 15:41:00,1246.2,812479,1246.2,1246.2,1246.2
2011-10-24 15:42:00,1245.9,656369,1245.9,1245.9,1245.9
2011-10-24 15:43:00,1245.95,617465,1245.95,1245.95,1245.95
2011-10-24 15:44:00,1246.3500000000001,480439,1246.3500000000001,1246.3500000000001,1246.3500000000001
2011-10-24 15:45:00,1245.8,440389,1245.8,1245.8,1245.8
2011-10-24 15:46:00,1246.8000000000002,930522,1246.8000000000002,1246.8000000000002,1246.8000000000002
